"year","Species","totB","SSB","Catch","Climate","Frate","Region","Model","Scenario"
1992,"POL",2892495.91324268,1696087.27813365,90585.189961806,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1992,"COD",371842.900083054,88999.2287874369,78966.500089317,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1992,"ATF",1551901.37581743,598021.211707819,20482.180062468,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1993,"POL",2886917.46017875,1690078.21042351,108230.180085742,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1993,"COD",375328.175429555,91984.46817467,45849.170066118,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1993,"ATF",1551566.34683954,599298.159270716,18294.449920618,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1994,"POL",2891612.89701311,1691340.87032149,100412.359942985,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1994,"COD",374238.505424238,92168.0244909248,45610.579965874,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1994,"ATF",1547453.431915,598480.508802417,21993.239976229,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1995,"POL",2920445.2429594,1709974.75171492,69168.129925675,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1995,"COD",354241.118245692,88060.9264831689,67907.179992219,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1995,"ATF",1548788.07321952,599203.455585779,17415.490044603,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1996,"POL",2949537.49989699,1727520.76771419,49825.8700384,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1996,"COD",348901.269856949,89289.8998161644,55391.660096973,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1996,"ATF",1545296.54167072,597141.15385086,21555.609900557,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1997,"POL",2946193.76182491,1722365.56372477,84179.649971753,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1997,"COD",339607.871812025,88455.8466619866,58920.579990637,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1997,"ATF",1547340.93937387,596389.731746862,14758.279890696,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1998,"POL",3007840.54757787,1762267.82292695,5428.379997642,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1998,"COD",338402.008126062,87897.0996300377,50218.950113863,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1998,"ATF",1552042.17068945,596282.511778416,12377.190009373,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1999,"POL",2993956.26360435,1751820.3586859,90556.900062537,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1999,"COD",323385.504513683,83134.3281978233,66264.67009813,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
1999,"ATF",1556822.57219736,596729.653748177,14649.229924965,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2000,"POL",3049484.66889728,1789601.2235707,5552.830105466,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2000,"COD",321234.70478313,82993.6306736087,53384.869944958,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2000,"ATF",1555589.60333769,595731.530286997,22993.75009338,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2001,"POL",3082953.38628358,1808450.38491623,3452.299978517,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2001,"COD",327836.052151014,85350.6677932879,40517.409954733,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2001,"ATF",1559150.39699574,597017.281545479,17416.199986059,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2002,"POL",3117695.91098478,1828996.8919311,1698.029945361,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2002,"COD",329657.199807253,86672.396799144,41567.989960821,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2002,"ATF",1561074.36729579,598208.760306624,20173.560012907,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2003,"POL",3105660.59060301,1817041.08768011,48590.077011908,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2003,"COD",321002.232869284,86072.6548698382,52365.755088864,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2003,"ATF",1552272.45436907,595288.634146958,30169.771891001,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2004,"POL",3100496.17999595,1811816.72016729,62434.439922489,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2004,"COD",310907.346053104,86861.6844619175,56450.241969657,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2004,"ATF",1557805.52630999,597533.747722124,15634.908041003,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2005,"POL",3085140.75609541,1801622.59658072,78302.791927256,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2005,"COD",308747.712383036,89355.0329510825,47523.779925577,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2005,"ATF",1557456.93296847,596651.527725103,19923.573051558,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2006,"POL",3088115.70042571,1805154.79373703,68928.307992488,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2006,"COD",305285.425387622,89662.8420266119,47767.079961499,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2006,"ATF",1552052.55675712,593803.972010943,27622.698918064,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2007,"POL",3108388.6659623,1820162.18935033,51572.307003871,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2007,"COD",298656.827987615,86970.5841575916,51812.178003779,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2007,"ATF",1552833.11070127,593773.096946291,25346.986980543,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2008,"POL",3122657.32782491,1829614.82622622,50786.206014733,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2008,"COD",288014.19715692,83738.4257426123,58386.384025578,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2008,"ATF",1551453.5168298,592951.977723493,29205.939969489,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2009,"POL",3143273.39859891,1841984.8200306,41549.503075916,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2009,"COD",284535.848347064,83301.5655360441,51788.980009351,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2009,"ATF",1555113.02563569,594046.266118116,24831.742038702,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2010,"POL",3136117.03112817,1835292.14585186,73443.384226643,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2010,"COD",260387.074378808,76717.5680514182,76954.154598455,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2010,"ATF",1558263.17274182,594362.564843561,24339.446470918,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2011,"POL",3141056.08768375,1838289.75061505,77694.479623666,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2011,"COD",234318.516143285,69543.3060352226,83710.475394165,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2011,"ATF",1557071.61028742,592792.103233455,30911.821764055,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2012,"POL",3133568.47204365,1833854.71164897,98934.691224094,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2012,"COD",216652.39880077,64116.8215124414,76871.109994854,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2012,"ATF",1567597.98995377,595605.767059271,20761.909908427,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2013,"POL",3129803.3271359,1832301.64727678,90796.631609659,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2013,"COD",207097.746004189,61173.0549874287,66829.781618954,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2013,"ATF",1575636.64297929,596480.791969859,21809.3123161,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2014,"POL",3087331.43236134,1803398.13573914,138948.061996125,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2014,"COD",180191.44732662,54326.1747660013,83491.72820457,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2014,"ATF",1567912.16262094,590069.752717628,36524.501530691,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2015,"POL",3045526.28555765,1775739.07919012,162807.64603073,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2015,"COD",157932.722055918,48934.4411406065,77689.992014231,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2015,"ATF",1577268.81804826,588791.535950363,19296.587221708,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2016,"POL",3007798.29217938,1753763.79832681,173086.352394527,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2016,"COD",147656.615382295,47339.0097704077,62867.327429592,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2016,"ATF",1586289.94323646,586210.878732567,19976.294186812,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2017,"POL",2976739.35759481,1738811.22499638,184220.028529305,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2017,"COD",147736.144697943,50239.6743054142,48204.214674581,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2017,"ATF",1591593.27599985,581990.660087748,27053.508990172,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2018,"POL",2968841.33230651,1740812.46211736,150815.192171791,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2018,"COD",174522.229212124,61112.9039308985,14681.29819652,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2018,"ATF",1607270.2111573,582229.748408732,18870.25094355,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2019,"POL",2976191.20523764,1750709.51749398,110649.271555557,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2019,"COD",197788.813002527,66355.8766877763,15200.420583165,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2019,"ATF",1614692.32773615,580069.536802079,24567.051964421,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2020,"POL",2989895.2520935,1764767.02629929,99971.064888454,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2020,"COD",227504.737928574,75552.6208206696,6085.249338733,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2020,"ATF",1626347.35110332,581533.713573081,21115.899302007,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2021,"POL",3044658.54618388,1804473.00953352,93869.858770329,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2021,"COD",245042.294614237,80221.448860334,18686.812307248,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2021,"ATF",1650353.44967054,590299.235922112,9846.300133144,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2022,"POL",2687631.90707593,1561425.0550631,123494.034078862,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2022,"COD",256199.012402456,80125.4237180125,25387.705315903,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2022,"ATF",1629935.29882956,579610.567382052,11531.831681252,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2023,"POL",2533522.24585101,1416688.19999284,124964.845430032,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2023,"COD",267004.5806296,75400.7538329731,21018.296907485,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2023,"ATF",1563526.731865,540355.947101225,9114.887408711,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2024,"POL",2802353.5768176,1614498.05583927,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2024,"COD",301888.644147039,76766.7134587663,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2024,"ATF",1563758.30463289,534720.935539561,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2025,"POL",3014625.2769065,1803672.14620875,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2025,"COD",340257.323936084,78825.1743000878,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2025,"ATF",1612017.39436389,560693.832414041,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2026,"POL",3036567.02686492,1822619.8132637,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2026,"COD",374335.788037132,82665.8350554325,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2026,"ATF",1648653.77021249,587475.043158599,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2027,"POL",3208767.90548928,1933135.64359309,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2027,"COD",404560.032110159,90074.2862909511,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2027,"ATF",1689449.04632124,619880.933527718,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2028,"POL",3154873.24219338,1891298.46748581,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2028,"COD",430349.425378669,101219.699054833,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2028,"ATF",1714845.67774099,647748.508436937,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2029,"POL",3135032.16620544,1863404.82361359,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2029,"COD",449256.123654163,110468.49095885,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2029,"ATF",1717042.35015954,660969.869919369,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2030,"POL",3056966.34385577,1798038.38047351,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2030,"COD",462597.11504934,116722.240859841,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2030,"ATF",1702556.09791833,660221.762106058,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2031,"POL",3049946.8324207,1780387.73137063,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2031,"COD",471705.726290694,118916.269876746,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2031,"ATF",1678547.34391947,645415.163643853,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2032,"POL",3289527.93196996,1976936.3404921,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2032,"COD",488077.262611948,122590.338704678,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2032,"ATF",1711466.63205632,657034.098328837,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2033,"POL",3191305.97936064,1917639.72180472,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2033,"COD",501688.15207849,124698.16375189,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2033,"ATF",1728379.43748867,660288.304331109,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2034,"POL",2926595.59353377,1707189.97922735,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2034,"COD",502646.925836528,121750.854006162,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2034,"ATF",1689239.02199436,630817.517790603,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2035,"POL",2837835.55026924,1615350.19141583,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2035,"COD",496420.291494417,115589.652953052,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2035,"ATF",1633873.74152259,589753.422792697,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2036,"POL",3081076.21758354,1810872.50629894,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2036,"COD",503224.600588972,115428.876477221,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2036,"ATF",1642444.72488787,584201.703201311,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2037,"POL",3127780.79135167,1872222.45483575,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2037,"COD",515529.161310603,121052.762954228,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2037,"ATF",1670388.75540351,596925.075721087,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2038,"POL",3198531.93414063,1924243.77979955,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2038,"COD",525776.240054999,127092.035968779,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2038,"ATF",1697383.69871854,614954.800498063,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2039,"POL",3253471.63397002,1958631.18396637,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2039,"COD",534251.820459256,133130.063402927,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2039,"ATF",1723360.96200894,636646.018936456,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2040,"POL",3070450.19706893,1813213.42938491,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2040,"COD",535556.685391303,136784.642018343,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2040,"ATF",1708879.16702697,638058.935073636,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2041,"POL",2959382.64897301,1718910.27893983,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2041,"COD",533699.548330896,136066.371736038,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2041,"ATF",1675437.89504204,626025.205483864,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2042,"POL",3106130.14690411,1815083.78259062,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2042,"COD",536513.215183741,134199.338542202,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2042,"ATF",1659652.52808449,619118.013384732,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2043,"POL",3053558.15594943,1792292.61714825,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2043,"COD",541765.636784701,131545.373669687,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2043,"ATF",1654905.03182878,616832.487497323,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2044,"POL",3108003.86695019,1829165.33928444,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2044,"COD",546606.38479634,125215.571291554,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2044,"ATF",1651359.60272989,611661.183545729,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2045,"POL",3242086.96379983,1937612.49236996,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2045,"COD",558901.295465478,120749.470778111,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2045,"ATF",1678840.15936032,623887.633213693,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2046,"POL",3170046.50687263,1882528.15081905,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2046,"COD",567019.203583808,116549.225308765,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2046,"ATF",1686281.22184385,627773.827515773,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2047,"POL",3177934.28414502,1881747.56488159,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2047,"COD",573707.652757713,113905.167458605,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2047,"ATF",1690414.92079099,630923.630762259,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2048,"POL",2984322.50624757,1722994.72151512,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2048,"COD",571423.769463705,112575.863442298,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2048,"ATF",1653679.00155167,611580.999877664,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2049,"POL",2884046.48596178,1640718.32458329,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2049,"COD",563498.286159361,111706.726939822,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2049,"ATF",1612412.07658002,586994.173239658,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2050,"POL",3017367.74716178,1733526.76900936,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2050,"COD",561805.583036448,112933.95880098,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2050,"ATF",1594568.81718427,572863.655194284,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2051,"POL",3013545.55145223,1738407.37722868,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2051,"COD",562771.263755409,116100.80156063,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2051,"ATF",1585086.88442154,565135.001581095,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2052,"POL",3128844.87923559,1835377.53504585,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2052,"COD",567057.921269502,119388.65409396,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2052,"ATF",1602024.84612358,573502.859333199,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2053,"POL",3060871.64660648,1782651.18361259,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2053,"COD",571112.342510679,119574.543735494,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2053,"ATF",1601719.85521111,576026.35508954,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2054,"POL",3176914.70910455,1855782.79242708,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2054,"COD",578116.56822161,119548.995068575,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2054,"ATF",1608455.89166378,583552.164479669,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2055,"POL",3066520.67403357,1771085.37097093,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2055,"COD",580995.945159452,117610.295007604,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2055,"ATF",1599295.32330237,585069.867517783,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2056,"POL",3021605.20621613,1722272.67533132,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2056,"COD",578452.941054388,111493.633103325,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2056,"ATF",1573848.29023729,575637.263309816,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2057,"POL",2948930.16802383,1662958.46960304,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2057,"COD",578503.855763033,107075.258553033,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2057,"ATF",1545688.37391726,562625.990316865,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2058,"POL",2951927.60165223,1653481.86320049,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2058,"COD",579878.279976423,104189.892758593,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2058,"ATF",1514379.22896339,544437.89794296,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2059,"POL",3235411.53338411,1870154.6580101,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2059,"COD",589231.864311153,103680.690548481,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2059,"ATF",1534010.77425084,553012.830680294,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2060,"POL",3161536.50298969,1847019.3255687,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2060,"COD",601489.116712931,104668.103476172,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2060,"ATF",1564776.66717832,572943.265104783,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2061,"POL",2750881.09734335,1517222.14963963,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2061,"COD",592877.613828433,99930.1283035389,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2061,"ATF",1502925.78996361,540982.873665005,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2062,"POL",2984400.87687779,1637688.62215393,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2062,"COD",586133.837039131,94727.5214349101,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2062,"ATF",1465083.42667054,516727.066762689,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2063,"POL",3487721.52588666,2059698.8018606,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2063,"COD",605107.227810352,99284.1458199365,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2063,"ATF",1538309.13928409,557048.396554435,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2064,"POL",3326677.53153675,1968510.39118951,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2064,"COD",622364.385548797,107081.709557253,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2064,"ATF",1583523.92881653,591668.675362322,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2065,"POL",3120414.76374877,1754114.36881694,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2065,"COD",618126.857644084,110208.264746124,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2065,"ATF",1539468.99636427,572558.468694445,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2066,"POL",3472690.38097077,2003400.31746148,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2066,"COD",626564.396990857,117308.249348719,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2066,"ATF",1568180.35650707,590148.644439532,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2067,"POL",3771094.83159908,2263952.4965626,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2067,"COD",648109.838129336,126077.040231604,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2067,"ATF",1648492.83333832,640501.340463913,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2068,"POL",3811900.73424514,2308245.24246201,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2068,"COD",668440.870762577,134824.693071032,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2068,"ATF",1716254.88046157,688450.338906798,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2069,"POL",3320209.43929602,1924550.15530321,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2069,"COD",665064.830026083,133039.278470395,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2069,"ATF",1687314.31043112,675440.717173987,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2070,"POL",3291879.66515013,1843379.41108933,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2070,"COD",650644.606870714,121714.062587319,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2070,"ATF",1628370.8452395,631750.667416571,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2071,"POL",3680238.27609668,2153393.2849693,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2071,"COD",654180.491089099,116768.519280086,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2071,"ATF",1657417.23182164,633036.521466448,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2072,"POL",3630689.40432324,2168485.89640781,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2072,"COD",662061.767123284,119423.925610107,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2072,"ATF",1705330.74210388,650504.457108818,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2073,"POL",3272073.34472155,1896687.14338418,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2073,"COD",653968.022117419,119544.870914888,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2073,"ATF",1680757.89992601,627940.848471788,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
2074,"POL",3444070.63610805,1986914.15501347,0,"ssp245","F0","WGOA","Rpath","pcod_rec_pp"
