"tstep","year","mo","cop","eup","mzl","phl","phs","temp_b5","temp_s5"
297,1994,9,1.03398464411503,1.06318886388739,1.07358885694957,1.20671610883123,0.524687795752978,1.06866697067823,0.996032849541258
298,1994,10,1.2544855874901,1.24933525035684,1.38493390166694,1.86273876347573,0.64996030423331,1.04797505128118,0.93457982697489
299,1994,11,1.45752839450233,1.44191731176892,1.25233802299459,0.924700792399106,0.481900731230414,0.87964433547626,0.78981612045856
300,1994,12,0.54308047298728,0.525523878286721,0.513306966757353,0.377187947137575,0.478501056427977,0.729041400793729,0.754105053588543
301,1995,1,0.366519634935312,0.212091271815332,0.55250707097956,0.626816748482699,0.889800513904525,0.842504556418354,0.953320393152223
302,1995,2,0.750857485262638,0.614848753747896,0.269249843632023,0.60361228235351,0.849706992862575,0.598710217042292,0.602721689938395
303,1995,3,0.621928496150657,0.557101634989055,0.207557363027176,0.638693720299581,0.84600116518001,0.606508517837035,0.636586171623183
304,1995,4,0.519156227700733,0.47493408254451,0.291324310077345,0.806608870830451,0.813395469610243,0.428775282400981,0.402333737760146
305,1995,5,0.787973515316172,0.76856503249363,0.723144396359975,0.988476621196046,0.824311250353388,0.682477114992384,1.02217422418412
306,1995,6,0.905787345402662,0.90931072160072,0.877634503963947,0.94678086455022,0.818105540634652,0.743442260780389,1.01372398495497
307,1995,7,0.990873290212427,0.988597696047095,0.90173359776386,0.826433867208771,0.965769068262217,0.778950566474646,1.00299201280481
308,1995,8,0.950878269179838,0.970886252465459,0.865034619148144,0.586852849873774,1.08907235191572,0.775788655721334,0.94863377170977
309,1995,9,1.02296741340955,1.04245268759688,0.90422029735264,0.454608983846414,1.18589508685165,0.778114140221498,1.05820139986033
310,1995,10,0.907123606701387,0.936454623431877,0.81520436615091,0.499750186498359,0.888617743623501,0.778266741302295,0.992705982766982
311,1995,11,0.867605947621529,0.899693388418193,0.851245054842929,0.859443772810631,1.11523113132188,0.748371356450546,0.856366003683953
312,1995,12,1.35495881546868,1.3473593450749,1.28829341882825,1.28797480707998,1.05809744518329,0.793418093293795,0.833526713230868
313,1996,1,0.808223711135618,0.748612692703825,1.24912766933697,1.38468571656284,1.26063557875941,0.985918488226024,0.912705441955705
314,1996,2,1.00078299690843,1.08420434998626,1.2371591141617,1.46894547565427,1.30419367066797,1.0032511672763,0.839273147849495
315,1996,3,1.42375809902516,1.47271645452994,1.43599908767728,1.54955695885767,1.22001229338261,1.15109981643763,1.35545780570969
316,1996,4,1.6556796085634,1.7665709222822,1.71684297942952,1.04052021095995,1.11572158012542,1.25286940377512,1.4205710816277
317,1996,5,1.15603300144323,1.19341716135611,1.20843004899684,0.870469203128347,1.18578404757779,1.2076920213137,1.32771148319658
