"simulation","depthclass","year","annual_avg_temp"
"ssp585","Surface",2028,10.9185632897965
"ssp585","Surface",2029,11.388214536036
"ssp585","Surface",2030,10.8312515910484
"ssp585","Surface",2031,11.2875338197858
"ssp585","Surface",2032,11.350214846598
"ssp585","Surface",2033,10.7715135661196
"ssp585","Surface",2034,10.1362367847956
"ssp585","Surface",2035,8.84024757627381
"ssp585","Surface",2036,10.1592751629904
"ssp585","Surface",2037,10.9257725151094
"ssp585","Surface",2038,10.6570067557764
"ssp585","Surface",2039,10.5242124582497
"ssp585","Surface",2040,10.779429689321
"ssp585","Surface",2041,10.584513976735
"ssp585","Surface",2042,11.3748000151844
"ssp585","Surface",2043,11.4947651562513
"ssp585","Surface",2044,11.2307457341698
"ssp585","Surface",2045,10.8971554352717
"ssp585","Surface",2046,10.1124783456019
"ssp585","Surface",2047,9.8349993602642
"ssp585","Surface",2048,10.5490890815759
"ssp585","Surface",2049,11.4073306652147
"ssp585","Surface",2050,11.0799832711654
"ssp585","Surface",2051,10.922222800659
"ssp585","Surface",2052,11.074815945226
"ssp585","Surface",2053,11.4814305249549
"ssp585","Surface",2054,10.9168383503496
"ssp585","Surface",2055,11.711933295187
"ssp585","Surface",2056,10.8238292468644
"ssp585","Surface",2057,10.8883404882486
"ssp585","Surface",2058,11.0005623142057
"ssp585","Surface",2059,11.2584735825661
"ssp585","Surface",2060,10.6141308840568
"ssp585","Surface",2061,12.4292139971068
"ssp585","Surface",2062,10.8844122956479
"ssp585","Surface",2063,10.4180362268016
"ssp585","Surface",2064,11.7344941143487
"ssp585","Surface",2065,11.9426833002904
"ssp585","Surface",2066,11.7911290776799
"ssp585","Surface",2067,12.4763427033465
"ssp585","Surface",2068,11.8300192310451
"ssp585","Surface",2069,11.9618914936923
"ssp585","Surface",2070,11.7957953425131
"ssp585","Surface",2071,11.511434015107
"ssp585","Surface",2072,11.5712242423774
"ssp585","Surface",2073,12.3576317296492
"ssp585","Surface",2074,11.7866577633638
"ssp585","Surface",2075,12.1865108163002
"ssp585","Surface",2076,10.6251602766488
"ssp585","Surface",2077,11.8686968012658
"ssp585","Surface",2078,12.0208972832416
"ssp585","Surface",2079,12.003524711438
"ssp585","Surface",2080,12.4920672607791
"ssp585","Surface",2081,12.2545732287453
"ssp585","Surface",2082,12.5426052701657
"ssp585","Surface",2083,11.4899284854493
"ssp585","Surface",2084,11.926700323204
"ssp585","Surface",2085,12.1559190807273
"ssp585","Surface",2086,12.5279274408125
"ssp585","Surface",2087,12.7285748133311
"ssp585","Surface",2088,12.044337622893
"ssp585","Surface",2089,12.8129248813697
"ssp585","Surface",2090,12.227351453975
"ssp585","Surface",2091,12.9164398073815
"ssp585","Surface",2092,12.9463220985684
"ssp585","Surface",2093,12.6935366228057
"ssp585","Surface",2094,12.3703097479191
"ssp585","Surface",2095,11.4297661480874
"ssp585","Surface",2096,12.4400526629841
"ssp585","Surface",2097,10.8528995205671
"ssp585","Surface",2098,12.13803715807
"ssp585","Surface",2099,13.7343894150153
