"","spnum","preyvul","predvul","nll","dnll","nll_groupB","dnll_groupB","convergence","Vprey","Vpred"
"small_copepods",77,-4,-4,26748.1003706846,-17.0333349608663,1366.25397576185,-2.32543377823731,"TRUE",1.01831563888873,1.01831563888873
"large_microzooplankton",78,4,4,26605.1168639813,-160.016841664146,NA,NA,"TRUE",55.5981500331442,55.5981500331442
"small_microzooplankton",79,-4,-4,26763.2414181891,-1.89228745634318,NA,NA,"TRUE",1.01831563888873,1.01831563888873
"large_phytoplankton",80,-0.922781006842839,4,26724.0285568091,-41.1051488363119,NA,NA,"TRUE",1.39741229654962,55.5981500331442
"small_phytoplankton",81,-2.81290105168698,4,26764.8397142142,-0.293991431277391,NA,NA,"TRUE",1.06003058769846,55.5981500331442
"macroalgae",82,4,-4,26764.520379001,-0.613326644448534,NA,NA,"TRUE",55.5981500331442,1.01831563888873
"benthic_microbes",83,4,4,26747.2838385173,-17.8498671281304,NA,NA,"TRUE",55.5981500331442,55.5981500331442
"discards",84,-4,0,26762.0845234667,-3.04918217875093,NA,NA,"TRUE",1.01831563888873,2
"offal",85,-4,0,24984.9331662189,-1780.2005394265,NA,NA,"TRUE",1.01831563888873,2
"detritus",86,-4,0,26678.9720520085,-86.1616536369547,NA,NA,"TRUE",1.01831563888873,2
